#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_2500_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2501_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2502_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2503_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2504_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2505_length_246_cov_1.727811	1	246	4	246	100	2.43902	30	60
NODE_2506_length_246_cov_1.644970	1	246	4	246	100	2.43902	30	60
NODE_2507_length_246_cov_1.526627	1	246	4	246	100	2.43902	30	60
NODE_2508_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2509_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2510_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2511_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2512_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2513_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2514_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2515_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2516_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2517_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2518_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2519_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2520_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2521_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2522_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2523_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2524_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2525_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2526_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2527_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2528_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2529_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2530_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2531_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2532_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2533_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2534_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2535_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2536_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2537_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2538_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2539_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2540_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2541_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2542_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2543_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2544_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2545_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2546_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2547_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2548_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2549_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2550_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2551_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2552_length_246_cov_0.863905	1	246	2	246	100	1.21951	30	60
NODE_2553_length_246_cov_0.863905	1	246	2	245	99.5935	1.21951	30	60
NODE_2554_length_246_cov_0.822485	1	246	2	246	100	1.21951	30	60
NODE_2555_length_246_cov_0.781065	1	246	2	246	100	1.21951	30	60
NODE_2556_length_246_cov_0.739645	1	246	2	246	100	1.21951	30	60
NODE_2557_length_246_cov_0.692308	1	246	2	246	100	1.21951	30	60
NODE_2558_length_245_cov_2.607143	1	245	6	245	100	3.67347	30	60
NODE_2559_length_245_cov_2.607143	1	245	6	245	100	3.67347	30	60
NODE_2560_length_245_cov_2.607143	1	245	19	245	100	7.7102	30	21.9
NODE_2561_length_245_cov_2.583333	1	245	6	245	100	3.67347	30	60
NODE_2562_length_245_cov_1.738095	1	245	4	245	100	2.44898	30	60
NODE_2563_length_245_cov_1.738095	1	245	4	245	100	2.44898	30	60
NODE_2564_length_245_cov_1.738095	1	245	4	245	100	2.44898	30	60
NODE_2565_length_245_cov_1.738095	1	245	4	245	100	2.44898	30	60
NODE_2566_length_245_cov_1.738095	1	245	4	245	100	2.44898	30	60
NODE_2567_length_245_cov_1.738095	1	245	4	245	100	2.44898	30	60
NODE_2568_length_245_cov_1.738095	1	245	4	245	100	2.44898	30	60
NODE_2569_length_245_cov_1.571429	1	245	4	245	100	2.44898	30	60
NODE_2570_length_245_cov_1.452381	1	245	4	245	100	2.44898	30	60
NODE_2571_length_245_cov_1.440476	1	245	4	245	100	2.44898	30	60
NODE_2572_length_245_cov_1.369048	1	245	4	245	100	2.44898	30	60
NODE_2573_length_245_cov_1.303571	1	245	4	245	100	2.44898	30	60
NODE_2574_length_245_cov_1.303571	1	245	4	245	100	2.44898	30	60
NODE_2575_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2576_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2577_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2578_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2579_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2580_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2581_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2582_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2583_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2584_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2585_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2586_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2587_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2588_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2589_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2590_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2591_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2592_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2593_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2594_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2595_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2596_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2597_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2598_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2599_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2600_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2601_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2602_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2603_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2604_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2605_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2606_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2607_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2608_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2609_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2610_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2611_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2612_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2613_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2614_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2615_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2616_length_245_cov_0.869048	1	245	2	245	100	1.22449	30	60
NODE_2617_length_245_cov_0.869048	1	245	2	243	99.1837	1.22449	30	60
NODE_2618_length_245_cov_0.869048	1	245	7	245	100	1.86939	30	18.4
NODE_2619_length_245_cov_0.833333	1	245	2	245	100	1.22449	30	60
NODE_2620_length_245_cov_0.821429	1	245	2	245	100	1.22449	30	60
NODE_2621_length_245_cov_0.815476	1	245	2	245	100	1.22449	30	60
NODE_2622_length_245_cov_0.803571	1	245	2	245	100	1.22449	30	60
NODE_2623_length_245_cov_0.791667	1	245	2	245	100	1.22449	30	60
NODE_2624_length_245_cov_0.702381	1	245	2	245	100	1.22449	30	60
NODE_2625_length_245_cov_0.678571	1	245	2	245	100	1.22449	30	60
NODE_2626_length_245_cov_0.630952	1	245	3	245	100	1.37551	30	60
NODE_2627_length_244_cov_4.365269	1	244	10	244	100	6.14754	30	60
NODE_2628_length_244_cov_3.497006	1	244	8	244	100	4.91803	30	60
NODE_2629_length_244_cov_3.497006	1	244	8	244	100	4.91803	30	60
NODE_2630_length_244_cov_2.622754	1	244	6	244	100	3.68852	30	60
NODE_2631_length_244_cov_2.419162	1	244	6	244	100	3.68852	30	60
NODE_2632_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2633_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2634_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2635_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2636_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2637_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2638_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2639_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2640_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2641_length_244_cov_1.748503	1	244	8	244	100	4.27459	30	32.1
NODE_2642_length_244_cov_1.748503	1	244	5	244	100	3.03279	30	48.2
NODE_2643_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2644_length_244_cov_1.748503	1	244	23	244	100	8.33197	30	17.3
NODE_2645_length_244_cov_1.748503	1	244	4	244	100	2.45902	30	60
NODE_2646_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2647_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2648_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2649_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2650_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2651_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2652_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2653_length_244_cov_0.874251	1	244	4	244	100	1.5082	30	32.2
NODE_2654_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2655_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2656_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2657_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2658_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2659_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2660_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2661_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2662_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2663_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2664_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2665_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2666_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2667_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2668_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2669_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2670_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2671_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2672_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2673_length_244_cov_0.874251	1	244	10	244	100	3.65984	30	14.6
NODE_2674_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2675_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2676_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2677_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2678_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2679_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2680_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2681_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2682_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2683_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2684_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2685_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2686_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2687_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2688_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2689_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2690_length_244_cov_0.874251	1	244	2	244	100	1.22951	30	60
NODE_2691_length_244_cov_0.838323	1	244	2	244	100	1.22951	30	60
NODE_2692_length_244_cov_0.670659	1	244	2	244	100	1.22951	30	60
NODE_2693_length_243_cov_2.638554	1	243	6	243	100	3.7037	30	60
NODE_2694_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2695_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2696_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2697_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2698_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2699_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2700_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2701_length_243_cov_1.759036	1	243	4	243	100	2.46914	30	60
NODE_2702_length_243_cov_1.686747	1	243	4	243	100	2.46914	30	60
NODE_2703_length_243_cov_1.379518	1	243	4	243	100	2.46914	30	60
NODE_2704_length_243_cov_1.024096	1	243	4	243	100	2.107	30	57
NODE_2705_length_243_cov_0.879518	1	243	17	243	100	8.13992	30	40.2
NODE_2706_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2707_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2708_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2709_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2710_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2711_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2712_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2713_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2714_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2715_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2716_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2717_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2718_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2719_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2720_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2721_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2722_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2723_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2724_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2725_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2726_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2727_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2728_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2729_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2730_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2731_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2732_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2733_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2734_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2735_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2736_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2737_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2738_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2739_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2740_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2741_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2742_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2743_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2744_length_243_cov_0.879518	1	243	2	243	100	1.23457	30	60
NODE_2745_length_243_cov_0.843373	1	243	2	243	100	1.23457	30	60
NODE_2746_length_243_cov_0.795181	1	243	2	243	100	1.23457	30	60
NODE_2747_length_243_cov_0.777108	1	243	2	243	100	1.23457	30	60
NODE_2748_length_243_cov_0.753012	1	243	2	243	100	1.14815	30	60
NODE_2749_length_243_cov_0.704819	1	243	2	243	100	1.23457	30	60
NODE_2750_length_243_cov_0.704819	1	243	2	243	100	1.23457	30	60
NODE_2751_length_243_cov_0.680723	1	243	2	243	100	1.23457	30	60
NODE_2752_length_242_cov_2.654545	1	242	6	242	100	3.71901	30	60
NODE_2753_length_242_cov_2.654545	1	242	6	242	100	3.71901	30	60
NODE_2754_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2755_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2756_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2757_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2758_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2759_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2760_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2761_length_242_cov_1.769697	1	242	4	242	100	2.47934	30	60
NODE_2762_length_242_cov_1.654545	1	242	4	242	100	2.47934	30	60
NODE_2763_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2764_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2765_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2766_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2767_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2768_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2769_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2770_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2771_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2772_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2773_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2774_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2775_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2776_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2777_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2778_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2779_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2780_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2781_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2782_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2783_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2784_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2785_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2786_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2787_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2788_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2789_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2790_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2791_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2792_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2793_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2794_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2795_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2796_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2797_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2798_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2799_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2800_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2801_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2802_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2803_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2804_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2805_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2806_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2807_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2808_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2809_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2810_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2811_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2812_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2813_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2814_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2815_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2816_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2817_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2818_length_242_cov_0.884848	1	242	2	242	100	1.23967	30	60
NODE_2819_length_242_cov_0.866667	1	242	2	242	100	1.23967	30	60
NODE_2820_length_242_cov_0.824242	1	242	2	242	100	1.23967	30	60
NODE_2821_length_242_cov_0.824242	1	242	2	242	100	1.23967	30	60
NODE_2822_length_242_cov_0.745455	1	242	2	242	100	1.23967	30	60
NODE_2823_length_242_cov_0.745455	1	242	2	242	100	1.23967	30	60
NODE_2824_length_242_cov_0.733333	1	242	3	242	100	1.8595	30	57.3
NODE_2825_length_242_cov_0.703030	1	242	2	242	100	1.21901	30	60
NODE_2826_length_241_cov_2.670732	1	241	6	241	100	3.73444	30	60
NODE_2827_length_241_cov_2.548780	1	241	6	241	100	3.73444	30	60
NODE_2828_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2829_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2830_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2831_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2832_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2833_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2834_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2835_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2836_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2837_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
NODE_2838_length_241_cov_1.780488	1	241	4	241	100	2.48963	30	60
